Game ID	Winner	Plies
0	1	145
1	1	93
2	1	143
3	1	137
4	1	129
5	1	125
6	0	114
7	1	143
8	1	141
9	1	171
10	1	139
11	0	218
12	1	145
13	1	125
14	1	79
15	0	144
16	1	107
17	1	133
18	1	107
19	1	77
20	0	96
21	1	157
22	0	80
23	0	122
24	1	115
25	1	117
26	1	125
27	0	184
28	1	121
29	1	109
30	1	101
31	0	152
32	0	192
33	0	126
34	1	153
35	1	81
36	1	181
37	1	93
38	1	147
39	1	109
40	1	115
41	1	115
42	1	87
43	0	146
44	0	144
45	1	145
46	1	161
47	1	147
48	1	127
49	1	139
50	1	135
51	1	163
52	1	143
53	1	115
54	1	121
55	0	140
56	0	96
57	1	105
58	1	105
59	1	91
60	1	113
61	0	100
62	0	138
63	1	121
64	0	100
65	0	142
66	1	91
67	1	149
68	1	127
69	1	169
70	1	123
71	1	83
72	1	135
73	1	121
74	1	153
75	1	131
76	1	101
77	1	117
78	1	173
79	1	127
80	0	134
81	1	177
82	0	140
83	1	141
84	1	119
85	1	93
86	1	185
87	1	159
88	1	133
89	0	116
90	1	117
91	1	161
92	1	113
93	0	140
94	1	163
95	1	123
96	1	91
97	0	96
98	1	111
99	1	161
100	1	131
101	1	129
102	1	161
103	1	113
104	1	123
105	0	112
106	1	145
107	1	101
108	1	129
109	1	129
110	0	154
111	1	129
112	1	119
113	1	149
114	1	95
115	1	121
116	0	164
117	1	115
118	1	135
119	0	76
120	1	157
121	0	88
122	1	103
123	1	107
124	1	161
125	1	205
126	1	99
127	1	97
128	1	121
129	0	90
130	1	135
131	1	113
132	0	122
133	1	117
134	1	75
135	0	120
136	1	105
137	1	215
138	0	156
139	1	93
140	1	141
141	1	185
142	1	133
143	1	103
144	1	139
145	1	135
146	0	168
147	1	143
148	1	119
149	1	93
150	1	109
151	1	85
152	1	159
153	0	104
154	1	149
155	0	66
156	0	142
157	1	173
158	1	125
159	1	83
160	1	119
161	1	147
162	1	115
163	1	85
164	0	130
165	1	125
166	1	193
167	1	149
168	1	111
169	1	113
170	1	103
171	0	116
172	1	161
173	1	131
174	1	143
175	1	127
176	1	139
177	1	161
178	1	169
179	1	131
180	0	156
181	0	118
182	1	147
183	0	90
184	1	119
185	0	186
186	1	175
187	0	176
188	1	137
189	0	178
190	1	157
191	1	123
192	1	151
193	1	135
194	1	161
195	1	129
196	1	171
197	1	133
198	1	149
199	1	183
200	1	169
201	1	127
202	1	123
203	1	67
204	1	125
205	1	123
206	1	169
207	1	155
208	1	163
209	1	91
210	1	163
211	0	152
212	1	123
213	1	135
214	0	196
215	1	105
216	1	181
217	1	109
218	1	113
219	0	104
220	1	101
221	1	133
222	1	137
223	1	157
224	1	147
225	1	83
226	1	77
227	1	143
228	1	139
229	0	154
230	0	114
231	1	95
232	1	111
233	1	117
234	1	153
235	0	98
236	1	147
237	1	113
238	1	113
239	1	125
240	1	113
241	1	81
242	1	127
243	1	159
244	1	147
245	1	99
246	1	159
247	1	167
248	0	146
249	1	173
250	1	109
251	0	172
252	1	91
253	1	133
254	1	133
255	1	151
256	1	111
257	0	130
258	0	164
259	1	83
260	1	157
261	0	162
262	1	187
263	0	126
264	1	121
265	1	113
266	1	123
267	1	117
268	1	121
269	1	121
270	1	85
271	1	149
272	1	169
273	1	99
274	1	107
275	0	154
276	1	149
277	1	105
278	1	157
279	1	133
280	1	93
281	1	113
282	1	177
283	1	135
284	0	176
285	1	155
286	1	113
287	1	109
288	1	73
289	0	170
290	1	137
291	1	101
292	1	153
293	1	113
294	0	154
295	1	123
296	1	119
297	1	171
298	1	163
299	1	83
300	0	108
301	1	113
302	1	117
303	0	156
304	0	104
305	0	142
306	1	131
307	0	122
308	1	145
309	0	112
310	1	103
311	1	161
312	1	139
313	1	149
314	0	150
315	0	136
316	1	99
317	1	151
318	0	154
319	1	137
320	1	111
321	1	155
322	1	107
323	0	98
324	1	169
325	1	169
326	0	114
327	1	131
328	1	133
329	1	89
330	1	131
331	1	143
332	1	117
333	1	129
334	1	133
335	1	121
336	1	93
337	1	143
338	1	103
339	0	122
340	1	139
341	0	182
342	1	139
343	1	147
344	1	129
345	1	85
346	1	123
347	1	117
348	1	125
349	1	137
350	0	136
351	1	159
352	0	168
353	1	97
354	1	97
355	1	135
356	1	133
357	1	151
358	1	109
359	1	141
360	0	136
361	1	175
362	1	149
363	1	141
364	1	95
365	1	133
366	1	153
367	0	94
368	1	141
369	1	115
370	1	143
371	0	210
372	0	128
373	1	167
374	0	132
375	1	131
376	1	149
377	1	155
378	1	111
379	0	142
380	0	106
381	1	145
382	1	133
383	1	161
384	1	91
385	1	73
386	1	153
387	1	135
388	1	97
389	0	194
390	1	147
391	1	159
392	1	103
393	1	113
394	0	134
395	0	128
396	1	93
397	0	122
398	1	113
399	1	141
400	1	161
401	0	144
402	1	183
403	1	155
404	1	163
405	1	123
406	1	103
407	0	124
408	1	115
409	1	135
410	0	102
411	0	124
412	1	111
413	1	203
414	1	143
415	1	153
416	1	127
417	1	117
418	1	131
419	1	147
420	1	117
421	1	87
422	1	151
423	1	127
424	1	139
425	1	101
426	0	134
427	1	127
428	1	221
429	0	158
430	1	115
431	1	175
432	1	131
433	1	143
434	1	135
435	1	153
436	1	109
437	0	104
438	1	93
439	1	125
440	1	165
441	1	159
442	1	135
443	1	149
444	1	109
445	1	157
446	1	111
447	1	123
448	1	87
449	1	99
450	1	189
451	0	126
452	0	110
453	1	163
454	1	143
455	1	97
456	0	100
457	0	140
458	1	131
459	1	133
460	0	132
461	1	93
462	1	147
463	1	119
464	1	203
465	1	109
466	1	115
467	1	151
468	1	135
469	1	191
470	1	147
471	1	101
472	1	131
473	1	101
474	1	101
475	1	99
476	0	126
477	0	164
478	1	187
479	1	157
480	1	109
481	1	107
482	1	119
483	1	83
484	1	183
485	0	132
486	0	142
487	1	187
488	1	171
489	0	118
490	1	139
491	1	191
492	1	107
493	1	149
494	1	121
495	0	140
496	1	121
497	1	157
498	1	85
499	1	143
500	0	154
501	1	149
502	1	95
503	1	83
504	1	97
505	1	155
506	1	177
507	1	139
508	1	199
509	1	199
510	1	145
511	1	127
512	1	129
513	0	150
514	1	127
515	1	157
516	0	118
517	0	126
518	1	175
519	1	145
520	0	146
521	1	205
522	1	163
523	1	109
524	1	137
525	1	161
526	1	151
527	1	115
528	1	161
529	1	133
530	0	106
531	0	144
532	0	118
533	1	103
534	1	141
535	1	153
536	0	174
537	1	155
538	1	117
539	1	139
540	1	145
541	1	99
542	1	141
543	1	129
544	1	137
545	1	87
546	1	149
547	0	90
548	1	93
549	0	204
550	1	195
551	1	149
552	1	125
553	1	141
554	1	117
555	0	140
556	1	165
557	1	123
558	1	133
559	1	97
560	1	141
561	0	162
562	1	129
563	1	173
564	1	141
565	0	182
566	1	127
567	1	133
568	1	113
569	1	151
570	1	177
571	1	141
572	1	121
573	1	97
574	1	109
575	1	103
576	1	109
577	1	149
578	0	116
579	1	211
580	1	89
581	1	155
582	1	121
583	0	114
584	1	125
585	1	123
586	1	171
587	0	144
588	0	94
589	1	171
590	0	158
591	0	136
592	1	117
593	1	151
594	1	101
595	1	85
596	0	134
597	1	153
598	1	169
599	1	177
600	1	131
601	1	159
602	0	108
603	1	145
604	1	115
605	1	123
606	0	192
607	1	99
608	1	129
609	1	169
610	1	147
611	1	169
612	1	147
613	1	159
614	1	105
615	0	82
616	0	180
617	1	77
618	0	120
619	1	95
620	0	126
621	1	145
622	1	105
623	1	145
624	1	145
625	1	175
626	1	97
627	1	103
628	1	105
629	1	153
630	0	108
631	1	121
632	0	112
633	1	157
634	1	121
635	1	105
636	1	147
637	0	132
638	1	159
639	1	131
640	1	91
641	1	151
642	0	148
643	1	111
644	0	94
645	1	117
646	1	127
647	1	113
648	1	151
649	0	78
650	1	145
651	1	135
652	1	109
653	1	163
654	1	117
655	1	105
656	1	125
657	0	166
658	1	143
659	1	153
660	1	131
661	1	123
662	1	101
663	0	186
664	1	137
665	1	165
666	1	93
667	1	93
668	1	71
669	1	121
670	1	89
671	0	186
672	0	120
673	1	113
674	1	149
675	1	159
676	0	144
677	1	119
678	1	115
679	1	133
680	1	101
681	0	130
682	1	177
683	0	154
684	1	103
685	1	135
686	1	89
687	1	127
688	1	79
689	1	193
690	1	163
691	1	115
692	1	103
693	1	213
694	1	145
695	1	123
696	0	160
697	0	206
698	1	121
699	1	151
700	1	147
701	1	149
702	1	91
703	1	185
704	1	105
705	1	105
706	1	157
707	0	146
708	1	153
709	1	153
710	1	145
711	1	111
712	1	127
713	1	83
714	1	115
715	1	145
716	1	83
717	1	111
718	1	111
719	1	175
720	0	104
721	1	97
722	1	117
723	1	127
724	0	208
725	1	169
726	1	201
727	1	125
728	1	75
729	0	116
730	1	133
731	1	135
732	1	107
733	1	139
734	1	149
735	1	113
736	1	71
737	0	130
738	1	123
739	1	89
740	0	140
741	0	120
742	1	87
743	1	129
744	1	141
745	1	185
746	1	171
747	1	161
748	0	112
749	1	115
750	1	117
751	0	98
752	0	154
753	1	111
754	1	129
755	1	167
756	1	175
757	0	146
758	1	197
759	1	113
760	0	116
761	1	115
762	1	89
763	1	125
764	1	127
765	1	73
766	1	113
767	1	69
768	1	121
769	1	143
770	0	104
771	1	131
772	1	181
773	1	105
774	0	132
775	0	152
776	1	111
777	1	147
778	1	139
779	1	127
780	1	97
781	1	111
782	1	171
783	1	121
784	1	169
785	1	109
786	1	133
787	0	124
788	0	88
789	1	157
790	0	132
791	1	83
792	1	143
793	0	114
794	1	117
795	0	140
796	1	99
797	1	101
798	1	149
799	1	107
800	1	153
801	1	101
802	1	147
803	1	177
804	1	99
805	0	170
806	1	157
807	0	120
808	1	143
809	1	113
810	1	115
811	1	165
812	1	105
813	1	125
814	0	108
815	0	140
816	0	124
817	1	131
818	1	109
819	1	113
820	1	131
821	1	161
822	0	132
823	1	63
824	1	183
825	0	134
826	1	127
827	1	199
828	0	166
829	0	120
830	1	103
831	1	113
832	1	127
833	0	120
834	1	159
835	1	183
836	1	111
837	1	79
838	0	156
839	0	140
840	1	207
841	0	86
842	1	147
843	1	137
844	1	167
845	0	166
846	1	107
847	1	125
848	1	141
849	1	97
850	1	79
851	1	129
852	1	185
853	1	195
854	1	137
855	1	107
856	0	132
857	1	107
858	1	169
859	1	163
860	1	141
861	0	200
862	1	169
863	1	113
864	1	115
865	1	121
866	0	136
867	1	159
868	1	155
869	1	191
870	1	151
871	1	123
872	1	133
873	1	141
874	1	113
875	1	107
876	1	167
877	1	137
878	0	134
879	1	163
880	0	108
881	1	183
882	1	137
883	1	105
884	1	129
885	1	133
886	0	138
887	0	140
888	1	111
889	1	111
890	1	193
891	1	135
892	1	99
893	1	175
894	1	91
895	1	109
896	1	157
897	0	106
898	1	151
899	1	109
900	1	107
901	1	203
902	1	127
903	1	117
904	1	157
905	0	164
906	1	109
907	0	180
908	1	93
909	1	119
910	1	145
911	1	207
912	1	175
913	1	161
914	1	151
915	1	181
916	1	137
917	1	133
918	1	159
919	1	167
920	0	174
921	1	165
922	1	139
923	1	125
924	0	96
925	1	111
926	1	127
927	1	91
928	1	147
929	0	158
930	1	111
931	1	163
932	0	148
933	1	153
934	1	191
935	0	164
936	1	117
937	1	151
938	1	163
939	0	72
940	1	89
941	1	187
942	0	202
943	1	131
944	1	141
945	1	131
946	1	87
947	1	143
